# file...... EVtest_battery_SOC.csv
# date...... Tue Jan  7 07:41:29 2020
# user...... (null)
# host...... (null)
# group..... class=battery
# property.. state_of_charge
# limit..... 100000
# interval.. 60
# timestamp,EV
2015-07-15 03:15:00 UTC,+0.3
2015-07-15 03:16:00 UTC,+0.3
2015-07-15 03:17:00 UTC,+0.3
2015-07-15 03:18:00 UTC,+0.3
2015-07-15 03:19:00 UTC,+0.3
2015-07-15 03:20:00 UTC,+0.3
2015-07-15 03:21:00 UTC,+0.3
2015-07-15 03:22:00 UTC,+0.3
2015-07-15 03:23:00 UTC,+0.3
2015-07-15 03:24:00 UTC,+0.3
2015-07-15 03:25:00 UTC,+0.3
2015-07-15 03:26:00 UTC,+0.3
2015-07-15 03:27:00 UTC,+0.3
2015-07-15 03:28:00 UTC,+0.3
2015-07-15 03:29:00 UTC,+0.3
2015-07-15 03:30:00 UTC,+0.3
2015-07-15 03:31:00 UTC,+0.3
2015-07-15 03:32:00 UTC,+0.3
2015-07-15 03:33:00 UTC,+0.3
2015-07-15 03:34:00 UTC,+0.3
2015-07-15 03:35:00 UTC,+0.3
2015-07-15 03:36:00 UTC,+0.3
2015-07-15 03:37:00 UTC,+0.3
2015-07-15 03:38:00 UTC,+0.3
2015-07-15 03:39:00 UTC,+0.3
2015-07-15 03:40:00 UTC,+0.3
2015-07-15 03:41:00 UTC,+0.3
2015-07-15 03:42:00 UTC,+0.3
2015-07-15 03:43:00 UTC,+0.3
2015-07-15 03:44:00 UTC,+0.3
2015-07-15 03:45:00 UTC,+0.3
2015-07-15 03:46:00 UTC,+0.3
2015-07-15 03:47:00 UTC,+0.3
2015-07-15 03:48:00 UTC,+0.3
2015-07-15 03:49:00 UTC,+0.3
2015-07-15 03:50:00 UTC,+0.3
2015-07-15 03:51:00 UTC,+0.3
2015-07-15 03:52:00 UTC,+0.3
2015-07-15 03:53:00 UTC,+0.3
2015-07-15 03:54:00 UTC,+0.3
2015-07-15 03:55:00 UTC,+0.3
2015-07-15 03:56:00 UTC,+0.3
2015-07-15 03:57:00 UTC,+0.3
2015-07-15 03:58:00 UTC,+0.3
2015-07-15 03:59:00 UTC,+0.3
